lat,lon,time,pitch,roll,yaw,pitch_rate,roll_rate,yaw_rate,kd_gain,kp_gain,ki_gain,ground_speed,altitude,heading,pitch_setpoint,roll_setpoint,heading_setpoint,throttle_setpoint,flap_setpoint,altitude_setpoint,int_pitch_setpoint,int_roll_setpoint,int_yaw_setpoint,lastCommandSent,errorCodes,cameraStatus,waypointIndex,editing_gain,gpsStatus,batteryLevel,waypointCount,airspeed
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.5307533335, -80.57742833372127, 214042.09375, -2.300236940383911, 0.9730175137519836, -40.64306640625, 0.20386305451393127, -0.40657275915145874, -0.07173357158899307, 20.149999618530273, 5.0, 0.0, 0.0, 0.8125, 19, 0, -90, 14, -93, 100, 0, 40, -2637, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 51)
43.5307533335, -80.57742833372127, 214042.296875, -5.04511022567749, 0.7517246007919312, -42.035003662109375, 0.5166946649551392, -0.10469339787960052, 0.026949958875775337, 20.149999618530273, 5.0, 0.0, 0.0, 0.8125, 19, 0, -90, 14, -1402, 100, 0, -42, -2652, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 52)
43.5307533335, -80.57742833372127, 214042.59375, -3.2635018825531006, -0.23738153278827667, -44.170040130615234, -0.4991321265697479, 0.651271641254425, -0.21366463601589203, 20.149999618530273, 5.0, 0.0, 0.0, 0.8125, 19, -2, -94, 14, -1406, 100, 0, -116, -2778, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 51)
43.5307533335, -80.57742833372127, 214042.796875, -4.005574703216553, 3.507876396179199, -46.93456268310547, 0.7070170640945435, -0.0506252758204937, -0.16479681432247162, 20.149999618530273, 5.0, 0.0, 0.0, 0.8125, 19, -348, -96, 14, -1413, 100, 0, -17790, -2824, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 52)
43.5307533335, -80.57742833372127, 214043.09375, -6.386664867401123, 1.2883614301681519, -49.1159782409668, -0.22948068380355835, 0.37240663170814514, -0.20459966361522675, 20.149999618530273, 5.0, 0.0, 0.0, 0.625, 19, -351, -100, 14, -1418, 100, 0, -17956, -2945, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 1)
43.5307533335, -80.57742833372127, 214043.296875, -7.87258768081665, 2.533299207687378, -49.23162078857422, 0.2296934425830841, -0.5072916150093079, 0.2449658364057541, 20.149999618530273, 5.0, 0.0, 0.0, 0.625, 19, -352, -96, 14, -1423, 100, 0, -18024, -2833, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 51)
43.5307600002, -80.57733666704904, 214043.40625, -3.467475175857544, 0.2126060277223587, -44.840789794921875, 0.07864560186862946, -0.30427980422973633, 0.15301376581192017, 20.149999618530273, 5.0, 0.0, 0.0, 0.625, 19, -357, -96, 14, -1429, 100, 0, -18311, -2818, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 5)
43.5307616669, -80.57735500038301, 214043.796875, -3.029282331466675, -2.5728049278259277, -40.507938385009766, -0.22189746797084808, 0.5465466380119324, 0.22913922369480133, 20.149999618530273, 5.0, 0.0, 3.402777671813965, 0.625, 280, -354, -91, 5, -1430, 100, 0, -18090, -2688, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 5)
43.5307633335, -80.57736333371625, 214044.0, -6.974345684051514, -2.4636693000793457, -39.67319107055664, -0.3684682250022888, -0.1995161473751068, -0.12323392927646637, 20.149999618530273, 5.0, 0.0, 3.875, 0.625, 281, -360, -97, 7, -1431, 100, 0, -18398, -2854, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 51)
43.5307666669, -80.5773733337172, 214044.203125, -3.251573085784912, 1.2694590091705322, -44.4946174621582, 0.9932805299758911, 0.6155093908309937, -0.434174507856369, 20.149999618530273, 5.0, 0.0, 4.963889122009277, 0.1875, 283, -364, -99, 8, -1430, 100, 0, -18642, -2917, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 11)
43.5307733335, -80.57739500038248, 214044.5, 7.690066814422607, 0.12017524987459183, -48.46437072753906, 1.3080133199691772, -0.32909223437309265, -0.12614700198173523, 20.149999618530273, 5.0, 0.0, 6.8416666984558105, 0.1875, 284, -365, -1016, 9, -1430, 100, 0, -18726, -29751, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5307783335, -80.57741333371862, 214044.703125, 18.564903259277344, -7.821169853210449, -49.74285125732422, 0.5953078269958496, -1.212125539779663, 0.04986896365880966, 20.149999618530273, 5.0, 0.0, 8.119444847106934, 0.1875, 286, -359, -99, 11, -1430, 100, 0, -18246, -2908, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 50)
43.5307883335, -80.57744333371618, 214045.0, 14.05180835723877, -25.750118255615234, -48.58073043823242, -0.8730052709579468, -0.9114081859588623, 0.0816129818558693, 20.149999618530273, 5.0, 0.0, 9.072221755981445, 0.1875, 288, 355, -1019, 12, -1420, 100, 0, 18723, -29841, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 49)
43.5307950002, -80.5774650003858, 214045.203125, 5.844875812530518, -20.90633773803711, -45.19937515258789, -0.2072630524635315, 1.2645912170410156, -0.1627727895975113, 20.149999618530273, 5.0, 0.0, 9.51111125946045, 0.125, 291, 350, -1035, 14, -1423, 100, 0, 18327, -30298, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5308016669, -80.577498333736, 214045.40625, 9.91342544555664, -4.59124231338501, -50.85954666137695, 0.847465455532074, 0.9264507293701172, -0.5296894907951355, 20.149999618530273, 5.0, 0.0, 10.11111068725586, 0.125, 293, -351, -1025, 16, -1423, 100, 0, -17928, -30008, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5308116669, -80.5775216670149, 214045.703125, 20.18628692626953, 0.3567753732204437, -57.56591796875, 0.43293046951293945, 0.1588074415922165, -0.43820929527282715, 20.149999618530273, 5.0, 0.0, 10.516666412353516, 0.125, 291, 351, -1027, 17, -1420, 100, 0, 17981, -30062, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5308183335, -80.57754833368236, 214045.90625, 22.311494827270508, 4.571837902069092, -59.761474609375, -0.12891075015068054, 0.3304307460784912, -0.08499431610107422, 20.149999618530273, 5.0, 0.0, 10.958333015441895, 0.125, 288, 352, -1020, 19, -1415, 100, 0, 18138, -29845, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 6)
43.5308233335, -80.57757500035028, 214046.09375, 22.682567596435547, 8.427742004394531, -58.490928649902344, 0.07686780393123627, 0.2773429751396179, 0.25397491455078125, 20.149999618530273, 5.0, 0.0, 11.188888549804688, 3.5, 285, 354, -1019, 21, -1413, 100, 0, 18322, -29835, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5308316669, -80.57761333368155, 214046.40625, 21.795034408569336, 13.787595748901367, -55.36893081665039, 0.05983154475688934, 0.31642037630081177, 0.19752827286720276, 20.149999618530273, 5.0, 0.0, 10.941666603088379, 3.5, 285, 354, -97, 22, -1410, 100, 0, 18403, -2854, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5308366668, -80.57764000035385, 214046.59375, 20.316329956054688, 17.272506713867188, -52.90127944946289, -0.1010683923959732, 0.19555288553237915, 0.2556689381599426, 20.149999618530273, 5.0, 0.0, 10.824999809265137, 3.5, 286, 355, -94, 23, -1412, 100, 0, 18545, -2757, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5308433335, -80.5776650003565, 214046.796875, 17.49213981628418, 18.360258102416992, -50.7563362121582, -0.16150467097759247, -0.21094606816768646, 0.16573286056518555, 20.149999618530273, 5.0, 0.0, 10.469444274902344, 3.5, 287, 354, -87, 25, -1415, 100, 0, 18492, -2573, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5308516668, -80.57770166704321, 214047.09375, 14.995003700256348, 13.218029022216797, -48.27164840698242, -0.2692753076553345, -0.22097423672676086, 0.21671362221240997, 20.149999618530273, 5.0, 0.0, 10.338889122009277, 10.9375, 287, 353, -87, 26, -1418, 100, 0, 18372, -2552, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5308600001, -80.57772833370836, 214047.296875, 11.908171653747559, 11.846685409545898, -45.775848388671875, -0.2737065851688385, -0.09450102597475052, 0.23259513080120087, 20.149999618530273, 5.0, 0.0, 10.51388931274414, 10.9375, 287, 358, -97, 27, -1417, 100, 0, 18574, -2863, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5308683335, -80.57775833371367, 214047.5, 5.400792121887207, 13.280860900878906, -44.88873291015625, -0.5841890573501587, 0.08347171545028687, 0.046059418469667435, 20.149999618530273, 5.0, 0.0, 10.802778244018555, 10.9375, 288, 356, -93, 28, -1416, 100, 0, 18493, -2748, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5308816668, -80.5778033337146, 214047.796875, 0.2540898323059082, 11.919001579284668, -46.2241096496582, -0.30741214752197266, -0.31051379442214966, -0.10436245054006577, 20.149999618530273, 5.0, 0.0, 11.255555152893066, 10.9375, 290, 354, -95, 29, -1416, 100, 0, 18372, -2794, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5308933335, -80.57783333373567, 214048.0, -0.480739951133728, 12.090764999389648, -46.67115020751953, 0.12611348927021027, 0.11210449039936066, 0.066710464656353, 20.149999618530273, 5.0, 0.0, 11.597222328186035, 10.9375, 291, 352, -91, 30, -1417, 100, 0, 18271, -2673, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5309050002, -80.57786333373612, 214048.203125, 2.92618465423584, 10.880589485168457, -43.53296661376953, 0.452946275472641, -0.19155871868133545, 0.31513792276382446, 20.149999618530273, 5.0, 0.0, 11.808333396911621, 14.3125, 293, 350, -95, 31, -1417, 100, 0, 18139, -2794, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5309166668, -80.57790833373825, 214048.40625, 11.301064491271973, 7.569699287414551, -39.47255325317383, 0.7840065956115723, -0.10821468383073807, 0.1037837490439415, 20.149999618530273, 5.0, 0.0, 12.413888931274414, 14.3125, 296, 0, -97, 31, -1415, 100, 0, 124, -2845, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5309350001, -80.5779416670693, 214048.703125, 22.428571701049805, 7.39252233505249, -37.371246337890625, 0.7978166341781616, -0.10385419428348541, 0.10418059676885605, 20.149999618530273, 5.0, 0.0, 12.922222137451172, 14.3125, 297, 354, -98, 32, -1413, 100, 0, 18312, -2890, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5309583335, -80.5780116670338, 214049.09375, 14.334723472595215, 12.3958158493042, -35.86284637451172, -0.7426007986068726, 0.40347710251808167, 0.4042564034461975, 20.149999618530273, 5.0, 0.0, 13.188888549804688, 19.125, 298, 360, -97, 33, -1419, 100, 0, 18716, -2854, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5309783335, -80.5780600003675, 214049.40625, 2.091780424118042, 16.680950164794922, -33.61952590942383, -0.6840807795524597, 0.34169670939445496, 0.2726152241230011, 20.149999618530273, 5.0, 0.0, 13.13888931274414, 19.125, 299, 354, -97, 34, -1417, 100, 0, 18468, -2845, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5309916668, -80.5780900003733, 214049.59375, 1.7501323223114014, 19.387422561645508, -31.698383331298828, 0.7212496399879456, 0.09425316751003265, 0.07753381878137589, 20.149999618530273, 5.0, 0.0, 12.98611068725586, 19.125, 301, 350, -96, 34, -1418, 100, 0, 18309, -2821, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5310050002, -80.57811833370445, 214049.796875, 9.794086456298828, 18.005887985229492, -28.83549690246582, 0.660480797290802, -0.2513737976551056, 0.030906734988093376, 20.149999618530273, 5.0, 0.0, 12.719444274902344, 19.125, 304, 351, -91, 34, -1416, 100, 0, 18346, -2670, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5310283335, -80.57816000037613, 214050.09375, 16.052175521850586, 16.35293960571289, -24.31338119506836, 0.4636702537536621, -0.20685939490795135, 0.18167881667613983, 20.149999618530273, 5.0, 0.0, 13.344444274902344, 21.5625, 307, 352, -93, 34, -1415, 100, 0, 18350, -2727, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5310450002, -80.57818500033355, 214050.296875, 20.762765884399414, 17.57332992553711, -18.304540634155273, 0.47598519921302795, -0.004740607924759388, 0.37258052825927734, 20.149999618530273, 5.0, 0.0, 13.483333587646484, 21.5625, 309, 353, -92, 34, -1412, 100, 0, 18442, -2709, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5310633335, -80.57821000033388, 214050.5, 23.551401138305664, 18.871379852294922, -13.590742111206055, 0.214103564620018, 0.13809321820735931, 0.312833309173584, 20.149999618530273, 5.0, 0.0, 13.147222518920898, 21.5625, 312, 354, -92, 34, -1412, 100, 0, 18492, -2700, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 1)
43.5310900002, -80.5782400003358, 214050.796875, 24.88290786743164, 20.317537307739258, -9.914008140563965, 0.017578206956386566, -0.32057738304138184, 0.012355503626167774, 20.149999618530273, 5.0, 0.0, 12.597222328186035, 21.5625, 314, 355, -90, 34, -1410, 100, 0, 18623, -2643, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5311266668, -80.57827000033357, 214051.203125, 21.4955997467041, 13.709920883178711, -9.1655855178833, -0.2993014454841614, -0.3464740514755249, 0.046246375888586044, 20.149999618530273, 5.0, 0.0, 11.425000190734863, 28.5, 322, 355, -88, 33, -1409, 100, 0, 18485, -2603, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5311583335, -80.57828166700007, 214051.5, 18.52297592163086, 11.481822967529297, -7.286308765411377, -0.30241209268569946, -0.2713915705680847, 0.17579211294651031, 20.149999618530273, 5.0, 0.0, 10.774999618530273, 28.5, 329, 355, -89, 32, -1410, 100, 0, 18439, -2630, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5312000002, -80.57829000033622, 214051.90625, 13.8701753616333, 8.028226852416992, -1.2698339223861694, -0.11202647536993027, -0.039825499057769775, 0.14344578981399536, 20.149999618530273, 5.0, 0.0, 10.68055534362793, 28.5, 334, 355, -92, 30, -1410, 100, 0, 18353, -2694, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5312266669, -80.57829166700249, 214052.203125, 12.457033157348633, 7.658322811126709, -0.2640330493450165, -0.12419434636831284, -0.0640183612704277, -0.0022513638250529766, 20.149999618530273, 5.0, 0.0, 10.516666412353516, 34.25, 338, 355, -92, 30, -1408, 100, 0, 18353, -2700, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5312450002, -80.57829500033598, 214052.40625, 10.56143856048584, 6.540991306304932, 0.15744738280773163, -0.1753544807434082, -0.072021484375, -0.005702697206288576, 20.149999618530273, 5.0, 0.0, 10.574999809265137, 34.25, 341, 356, -93, 29, -1407, 100, 0, 18363, -2721, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5312650002, -80.57829500033598, 214052.59375, 7.486706733703613, 4.863217353820801, 0.35058167576789856, -0.17033275961875916, -0.2137993425130844, 0.09808553010225296, 20.149999618530273, 5.0, 0.0, 10.644444465637207, 34.25, 344, 356, -92, 28, -1407, 100, 0, 18349, -2715, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5312966669, -80.57829333366924, 214052.90625, 3.928088426589966, 3.6440091133117676, 0.8230670690536499, -0.2878764569759369, -0.03420377895236015, 0.028434813022613525, 20.149999618530273, 5.0, 0.0, 10.688888549804688, 34.25, 346, 357, -92, 28, -1406, 100, 0, 18340, -2703, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 1)
43.5313433335, -80.57828833366948, 214053.296875, -0.9284737706184387, -1.1162924766540527, 0.7398304343223572, 0.06339738517999649, -0.25829094648361206, -0.006510836072266102, 20.149999618530273, 5.0, 0.0, 11.277777671813965, 38.875, 350, 4, -87, 26, -1406, 100, 0, 264, -2549, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5313783335, -80.57828500033635, 214053.59375, 0.9841507077217102, -8.398723602294922, 0.21854862570762634, 0.0670192763209343, -0.612486720085144, -0.044135890901088715, 20.149999618530273, 5.0, 0.0, 11.677778244018555, 38.875, 353, 3, -87, 25, -1406, 100, 0, 337, -2549, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5314566668, -80.57828500033635, 214054.296875, 20.892200469970703, -29.111831665039062, -9.020792007446289, 0.66848224401474, -0.5055708885192871, -0.1027868390083313, 20.149999618530273, 5.0, 0.0, 11.911110877990723, 38.625, 359, 2, -88, 23, -1406, 100, 0, 726, -2594, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 1)
43.5314783335, -80.57828666700297, 214054.5, 23.6871395111084, -36.7850456237793, -14.790703773498535, 0.3178357481956482, -0.2909615635871887, -0.3694864809513092, 20.149999618530273, 5.0, 0.0, 11.658333778381348, 38.625, 360, 4, -90, 23, -1406, 100, 0, 946, -2640, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 49)
43.5314983335, -80.57829333366924, 214054.703125, 24.110933303833008, -43.72399139404297, -20.047914505004883, 0.37974339723587036, -0.5586437582969666, -0.3874911963939667, 20.149999618530273, 5.0, 0.0, 10.94444465637207, 38.625, 357, 353, -93, 22, -1406, 100, 0, 18982, -2721, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5315300001, -80.57830166700575, 214055.0, 22.315628051757812, -48.371055603027344, -26.083433151245117, 0.39817744493484497, -0.031264301389455795, -0.2511134445667267, 20.149999618530273, 5.0, 0.0, 10.816666603088379, 43.5, 355, 4, -97, 22, -1406, 100, 0, 1202, -2845, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5315500001, -80.57830666700562, 214055.203125, 17.75929069519043, -50.63396453857422, -35.222991943359375, 0.32581087946891785, -0.11131642758846283, -0.822785496711731, 20.149999618530273, 5.0, 0.0, 10.602777481079102, 43.5, 353, 4, -97, 22, -1406, 100, 0, 1234, -2851, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5315766668, -80.57832333367502, 214055.40625, 12.063618659973145, -54.137367248535156, -45.6702880859375, 0.28757524490356445, 0.08148574829101562, -0.5842630863189697, 20.149999618530273, 5.0, 0.0, 10.63888931274414, 43.5, 350, 4, -98, 21, -1406, 100, 0, 1298, -2869, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5315933335, -80.57833166700827, 214055.703125, 8.411133766174316, -53.9665412902832, -55.25471115112305, 0.27125445008277893, 0.12513521313667297, -0.7434837222099304, 20.149999618530273, 5.0, 0.0, 10.01111125946045, 43.5, 348, 3, -100, 21, -1406, 100, 0, 1237, -2945, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 1)
43.5316083335, -80.57833999980114, 214055.90625, 4.727402687072754, -53.767642974853516, -65.7402114868164, 0.3281260132789612, -0.059721820056438446, -0.782880961894989, 20.149999618530273, 5.0, 0.0, 9.380555152893066, 43.5, 345, 1, -100, 21, -1406, 100, 0, 1128, -2951, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5316316668, -80.57835666646861, 214056.203125, 2.6849308013916016, -52.641639709472656, -78.5915298461914, 0.7458977699279785, 0.12570156157016754, -0.5540919303894043, 20.149999618530273, 5.0, 0.0, 9.038888931274414, 49.75, 343, 0, -98, 21, -1405, 100, 0, 1028, -2881, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5316500001, -80.57837499980232, 214056.5, 2.8102004528045654, -51.24736404418945, -92.2262191772461, 0.5697283744812012, 0.22347110509872437, -0.434950590133667, 20.149999618530273, 5.0, 0.0, 8.158333778381348, 49.75, 338, 0, -1019, 21, -91, 100, 0, 1050, -29823, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5316583335, -80.57838833313484, 214056.703125, 2.9757347106933594, -49.699676513671875, -103.8709945678711, 0.6764827966690063, 0.23707199096679688, -0.44835537672042847, 20.149999618530273, 5.0, 0.0, 7.25, 49.75, 310, 0, -1018, 21, -91, 100, 0, 976, -29799, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 0)
43.5316666673, -80.57839999980449, 214056.90625, 3.011500120162964, -46.90033721923828, -113.09291076660156, 0.4996482729911804, 0.22639331221580505, -0.45562800765037537, 20.149999618530273, 5.0, 0.0, 6.27222204208374, 49.75, 308, 1, -1017, 21, -91, 100, 0, 1022, -29769, 0, 5200, 2064, 0, 156, 0, 24, 60, 0, 0)
43.5316700007, -80.57841666647388, 214057.09375, 2.3259425163269043, -43.69010925292969, -121.60577392578125, 0.21894587576389313, 0.5041522979736328, -0.5072839856147766, 20.149999618530273, 5.0, 0.0, 4.155555725097656, 51.9375, 262, 351, -1021, 21, -91, 100, 0, 18882, -29875, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 1)
43.5316650001, -80.57842666647339, 214057.40625, 0.6966785192489624, -36.72099304199219, -128.15724182128906, 0.12810055911540985, 0.4188076853752136, -0.5279847383499146, 20.149999618530273, 5.0, 0.0, 5.516666889190674, 51.9375, 225, 350, -1021, 21, -91, 100, 0, 18689, -29884, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5316566668, -80.57843833313527, 214057.5, 0.1854749470949173, -30.78032684326172, -136.2560272216797, 0.1337340623140335, 0.5445761680603027, -0.4925086498260498, 20.149999618530273, 5.0, 0.0, 6.972222328186035, 51.9375, 220, 350, -1020, 22, -91, 100, 0, 18567, -29860, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5316450001, -80.57844833313526, 214057.796875, 1.7979429960250854, -23.896799087524414, -143.59950256347656, 0.16944925487041473, 0.5182575583457947, -0.349365770816803, 20.149999618530273, 5.0, 0.0, 8.041666984558105, 51.9375, 214, 350, -1018, 22, -91, 100, 0, 18421, -29793, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5316316668, -80.57845999980442, 214058.0, 5.3598856925964355, -17.40666389465332, -150.5113525390625, 0.43047013878822327, 0.4752219319343567, -0.49528437852859497, 20.149999618530273, 5.0, 0.0, 8.966666221618652, 53.125, 206, 352, -1017, 23, -89, 100, 0, 18364, -29778, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5316083335, -80.57847333314082, 214058.296875, 8.15400505065918, -13.351714134216309, -156.69717407226562, 0.3692718744277954, 0.3729759752750397, -0.28827834129333496, 20.149999618530273, 5.0, 0.0, 9.441666603088379, 53.125, 201, 354, -1015, 23, -88, 100, 0, 18406, -29718, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 1)
43.5315916668, -80.57847999980731, 214058.5, 8.688040733337402, -10.048262596130371, -160.67681884765625, -0.056028954684734344, -0.024324145168066025, -0.24716994166374207, 20.149999618530273, 5.0, 0.0, 9.672222137451172, 53.125, 195, 356, -101, 24, -88, 100, 0, 18463, -2957, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5315750001, -80.57848499981034, 214058.703125, 6.391441345214844, -8.785118103027344, -162.69032287597656, -0.20468324422836304, 0.23413220047950745, -0.07706484943628311, 20.149999618530273, 5.0, 0.0, 9.98611068725586, 53.125, 190, 354, -1017, 24, -87, 100, 0, 18324, -29763, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5314550002, -80.57846999980757, 214059.90625, 29.324159622192383, -7.638386249542236, -173.47537231445312, 0.4911935329437256, -0.018810875713825226, -0.11885766685009003, 20.149999618530273, 5.0, 0.0, 12.502778053283691, 55.0, 165, 0, -96, 26, -87, 100, 0, 164, -2833, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 1)
43.5314266668, -80.57845999980442, 214100.09375, 34.8480339050293, -8.531923294067383, -176.53204345703125, 0.388715535402298, 0.19459234178066254, -0.1240476444363594, 20.149999618530273, 5.0, 0.0, 15.252778053283691, 58.0625, 162, 0, -96, 27, -88, 100, 0, 194, -2836, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 1)
43.5314000002, -80.57844833313526, 214100.296875, 39.053367614746094, -8.371503829956055, -179.426025390625, 0.22469668090343475, 0.19001087546348572, -0.19455072283744812, 20.149999618530273, 5.0, 0.0, 14.713889122009277, 58.0625, 161, 0, -96, 27, -88, 100, 0, 202, -2833, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 0)
43.5313616668, -80.57843666646878, 214100.59375, 40.26821517944336, -10.426457405090332, 177.4248046875, -0.1541648656129837, -0.16052061319351196, -0.08842247724533081, 20.149999618530273, 5.0, 0.0, 14.144444465637207, 58.0625, 159, 358, -97, 28, -88, 100, 0, 18562, -2866, 0, 5200, 2064, 0, 156, 0, 26, 60, 0, 1)
43.5313366668, -80.57843333313552, 214100.796875, 34.46927261352539, -10.87483024597168, 177.01284790039062, -0.5686814785003662, -0.04058557748794556, -0.11367259174585342, 20.149999618530273, 5.0, 0.0, 13.216666221618652, 58.0625, 157, 361, -1015, 29, -88, 100, 0, 18711, -29718, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5313033335, -80.57841999980714, 214101.09375, 24.896564483642578, -8.7107572555542, 177.2854766845703, -0.7574858665466309, 0.05505503714084625, -0.08220736682415009, 20.149999618530273, 5.0, 0.0, 12.469444274902344, 64.4375, 155, 362, -1017, 29, -87, 100, 0, 18733, -29763, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5312833335, -80.578409999804, 214101.296875, 14.509652137756348, -6.831208229064941, 176.4331817626953, -0.5874741673469543, 0.2582429349422455, -0.23491773009300232, 20.149999618530273, 5.0, 0.0, 11.844444274902344, 64.4375, 154, 0, -96, 30, -88, 100, 0, 160, -2836, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 1)
43.5312616669, -80.57840166647111, 214101.5, 10.419210433959961, -7.214906692504883, 174.21109008789062, -0.11969256401062012, 0.03369094058871269, -0.20731349289417267, 20.149999618530273, 5.0, 0.0, 11.366666793823242, 64.4375, 152, 1, -97, 31, -89, 100, 0, 206, -2839, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5312383335, -80.57838833313484, 214101.703125, 9.465506553649902, -8.04629135131836, 171.31614685058594, -0.04481183737516403, -0.08385021984577179, -0.21434779465198517, 20.149999618530273, 5.0, 0.0, 10.86388874053955, 64.4375, 149, 1, -96, 31, -88, 100, 0, 236, -2836, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 1)
43.5312050002, -80.57837499980232, 214102.0, 9.676033020019531, -8.41129207611084, 168.79757690429688, -0.006594227626919746, 0.012892336584627628, -0.1339217573404312, 20.149999618530273, 5.0, 0.0, 11.06944465637207, 67.3125, 147, 350, -96, 32, -88, 100, 0, 18081, -2836, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5311833335, -80.57836166646835, 214102.203125, 9.37317943572998, -6.148935317993164, 167.7538604736328, -0.19320252537727356, 0.4585293233394623, -0.11390829086303711, 20.149999618530273, 5.0, 0.0, 11.333333015441895, 67.3125, 147, 355, -1027, 33, -85, 100, 0, 18308, -30050, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
43.5311483335, -80.5783383331344, 214102.5, 5.875821590423584, -0.17988744378089905, 166.90994262695312, -0.4263640344142914, 0.6946007609367371, -0.10908102244138718, 20.149999618530273, 5.0, 0.0, 11.48611068725586, 67.3125, 146, 353, -1026, 33, -84, 100, 0, 18102, -30044, 0, 5200, 2064, 0, 156, 0, 25, 60, 0, 0)
